,gene_id,GO_term
19514,YDR386W,DNA endonuclease activity
19515,YDR386W,DNA endonuclease activity
19516,YDR386W,crossover junction DNA endonuclease activity
19517,YDR386W,enzyme inhibitor activity
19518,YDR386W,resolution of meiotic recombination intermediates
19519,YDR386W,double-strand break repair via break-induced replication
19520,YDR386W,double-strand break repair via break-induced replication
19521,YDR386W,DNA topological change
19522,YDR386W,DNA topological change
19523,YDR386W,DNA topological change
19524,YDR386W,DNA topological change
19525,YDR386W,DNA damage response
19526,YDR386W,reciprocal meiotic recombination
19527,YDR386W,reciprocal meiotic recombination
19528,YDR386W,Holliday junction resolvase complex
19529,YDR386W,double-strand break repair
19530,YDR386W,nuclease activity
19531,YDR386W,hydrolase activity
19532,YDR386W,metal ion binding
19533,YDR386W,DNA repair
19534,YDR386W,DNA recombination
19535,YDR386W,DNA damage response
19536,YDR386W,meiotic cell cycle
19537,YDR386W,nucleus
19538,YDR386W,nucleus
19539,YDR386W,DNA binding
19540,YDR386W,nuclease activity
19541,YDR386W,endonuclease activity
19542,YDR386W,DNA catabolic process
19543,YDR386W,crossover junction DNA endonuclease activity
19544,YDR386W,double-strand break repair via break-induced replication
19545,YDR386W,Holliday junction resolvase complex
19546,YDR386W,resolution of meiotic recombination intermediates
19547,YDR386W,nucleus
19548,YDR386W,3'-flap endonuclease activity
19549,YDR386W,mitotic intra-S DNA damage checkpoint signaling
19550,YDR387C,membrane
19551,YDR387C,transmembrane transport
19552,YDR387C,transmembrane transporter activity
19553,YDR387C,fungal-type vacuole membrane
19554,YDR387C,carbohydrate transport
19555,YDR387C,membrane
19556,YDR387C,membrane
19557,YDR387C,transmembrane transporter activity
19558,YDR387C,transmembrane transporter activity
19559,YDR387C,transmembrane transporter activity
19560,YDR387C,transmembrane transporter activity
19561,YDR387C,transmembrane transport
19562,YDR387C,transmembrane transport
19563,YDR387C,transmembrane transport
19564,YDR387C,membrane
19565,YDR387C,membrane
19566,YDR387C,membrane
19567,YDR387C,membrane
19568,YDR387C,myo-inositol import across plasma membrane
19569,YDR387C,myo-inositol:proton symporter activity
19570,YDR388W,protein homodimerization activity
19571,YDR388W,cellular bud tip
19572,YDR388W,lipid binding
19573,YDR388W,calmodulin binding
19574,YDR388W,calmodulin binding
19575,YDR388W,cytoskeletal protein binding
19576,YDR388W,endocytosis
19577,YDR388W,endocytosis
19578,YDR388W,vesicle-mediated transport
19579,YDR388W,actin cortical patch localization
19580,YDR388W,lipid tube assembly
19581,YDR388W,plasma membrane tubulation
19582,YDR388W,actin cortical patch
19583,YDR388W,actin cortical patch
19584,YDR388W,mating projection tip
19585,YDR388W,Rvs161p-Rvs167p complex
19586,YDR388W,cytoplasm
19587,YDR388W,actin cortical patch
19588,YDR388W,cytoplasm
19589,YDR388W,cytosol
19590,YDR388W,mating projection tip
19591,YDR388W,cytoskeleton
19592,YDR388W,cytoskeleton
19593,YDR388W,mitotic actomyosin contractile ring assembly
19594,YDR388W,mitotic actomyosin contractile ring assembly
19595,YDR388W,lipid binding
19596,YDR388W,actin binding
19597,YDR388W,cytoplasm
19598,YDR388W,lipid binding
19599,YDR388W,protein localization to cell division site
19600,YDR388W,plasma membrane tubulation
19601,YDR388W,endocytosis
19602,YDR388W,actin cortical patch localization
19603,YDR388W,medial cortex
19604,YDR388W,mating projection tip
19605,YDR388W,actin cortical patch localization
19606,YDR388W,Rvs161p-Rvs167p complex
19607,YDR388W,plasma membrane tubulation
19608,YDR388W,actin cortical patch
19609,YDR388W,lipid binding
19610,YDR388W,endocytosis
19611,YDR389W,regulation of actin cytoskeleton organization
19612,YDR389W,GTPase activator activity
19613,YDR389W,regulation of actin cytoskeleton organization
19614,YDR389W,negative regulation of Rho protein signal transduction
19615,YDR389W,negative regulation of Rho protein signal transduction
19616,YDR389W,regulation of fungal-type cell wall organization
19617,YDR389W,regulation of fungal-type cell wall organization
19618,YDR389W,regulation of fungal-type cell wall organization
19619,YDR389W,negative regulation of protein kinase C signaling
19620,YDR389W,cell cortex
19621,YDR389W,regulation of fungal-type cell wall organization
19622,YDR389W,negative regulation of protein kinase C signaling
19623,YDR389W,negative regulation of protein kinase C signaling
19624,YDR389W,GTPase activator activity
19625,YDR389W,GTPase activator activity
19626,YDR389W,cytoplasm
19627,YDR389W,cytoskeleton
19628,YDR389W,cytoskeleton
19629,YDR389W,signal transduction
19630,YDR389W,activation of GTPase activity
19631,YDR389W,cell cortex
19632,YDR389W,GTPase activator activity
19633,YDR389W,regulation of fungal-type cell wall organization
19634,YDR390C,protein sumoylation
19635,YDR390C,SUMO activating enzyme activity
19636,YDR390C,SUMO activating enzyme activity
19637,YDR390C,protein sumoylation
19638,YDR390C,protein sumoylation
19639,YDR390C,nucleus
19640,YDR390C,SUMO activating enzyme complex
19641,YDR390C,nucleotide binding
19642,YDR390C,ATP binding
19643,YDR390C,ligase activity
19644,YDR390C,SUMO activating enzyme activity
19645,YDR390C,metal ion binding
19646,YDR390C,protein sumoylation
19647,YDR390C,nucleus
19648,YDR390C,nucleus
19649,YDR390C,ubiquitin-like modifier activating enzyme activity
19650,YDR390C,zinc ion binding
19651,YDR390C,cytoplasm
19652,YDR390C,protein sumoylation
19653,YDR390C,SUMO activating enzyme complex
19654,YDR391C,molecular_function
19655,YDR391C,biological_process
19656,YDR391C,nucleus
19657,YDR391C,cytoplasm
19658,YDR391C,nucleus
19659,YDR391C,cytoplasm
19660,YDR391C,cytoplasm
19661,YDR391C,nucleus
19662,YDR392W,pseudohyphal growth
19663,YDR392W,transcription coregulator activity
19664,YDR392W,transcription coregulator activity
19665,YDR392W,invasive growth in response to glucose limitation
19666,YDR392W,transcription by RNA polymerase II
19667,YDR392W,SAGA complex
19668,YDR392W,SAGA complex
19669,YDR392W,nucleus
19670,YDR392W,cytosol
19671,YDR392W,SLIK (SAGA-like) complex
19672,YDR392W,nucleus
19673,YDR392W,nucleus
19674,YDR392W,protein heterodimerization activity
19675,YDR392W,chromatin organization
19676,YDR392W,transcription by RNA polymerase II
19677,YDR392W,cellular anatomical entity
19678,YDR392W,SAGA complex
19679,YDR392W,histone acetylation
19680,YDR392W,transcription coregulator activity
19681,YDR393W,inner mitochondrial membrane organization
19682,YDR393W,mitochondrial inner membrane
19683,YDR393W,molecular_function
19684,YDR393W,mitochondrion organization
19685,YDR393W,mitochondrion
19686,YDR393W,mitochondrion
19687,YDR393W,mitochondrial inner membrane
19688,YDR393W,mitochondrial inner membrane
19689,YDR393W,membrane
19690,YDR393W,inner mitochondrial membrane organization
19691,YDR393W,mitochondrial inner membrane
19692,YDR394W,ATP hydrolysis activity
19693,YDR394W,ubiquitin-dependent protein catabolic process
19694,YDR394W,positive regulation of RNA polymerase II transcription preinitiation complex assembly
19695,YDR394W,proteasome regulatory particle assembly
19696,YDR394W,proteasome regulatory particle
19697,YDR394W, base subcomplex
19698,YDR394W,proteasome regulatory particle
19699,YDR394W, base subcomplex
19700,YDR394W,positive regulation of macromolecule metabolic process
19701,YDR394W,proteasome-mediated ubiquitin-dependent protein catabolic process
19702,YDR394W,positive regulation of nitrogen compound metabolic process
19703,YDR394W,proteasome regulatory particle assembly
19704,YDR394W,proteasome regulatory particle
19705,YDR394W, base subcomplex
19706,YDR394W,ATP hydrolysis activity
19707,YDR394W,ATP hydrolysis activity
19708,YDR394W,nucleus
19709,YDR394W,nucleotide binding
19710,YDR394W,ATP binding
19711,YDR394W,nucleus
19712,YDR394W,cytoplasm
19713,YDR394W,cytoplasm
19714,YDR394W,ATP binding
19715,YDR394W,ATP binding
19716,YDR394W,proteasome-activating activity
19717,YDR394W,protein catabolic process
19718,YDR394W,positive regulation of proteasomal protein catabolic process
19719,YDR394W,proteasome complex
19720,YDR394W,cytoplasm
19721,YDR394W,proteasome-activating activity
19722,YDR394W,proteasome-mediated ubiquitin-dependent protein catabolic process
19723,YDR394W,proteasome regulatory particle
19724,YDR394W, base subcomplex
19725,YDR395W,nucleus
19726,YDR395W,mRNA export from nucleus
19727,YDR395W,cytoplasm
19728,YDR395W,intracellular protein transport
19729,YDR395W,import into nucleus
19730,YDR395W,nucleus
19731,YDR395W,small GTPase binding
19732,YDR395W,mRNA transport
19733,YDR395W,protein transport
19734,YDR395W,protein transport
19735,YDR395W,nucleus
19736,YDR395W,nuclear pore
19737,YDR395W,cytoplasm
19738,YDR395W,cytoplasm
19739,YDR395W,nuclear pore
19740,YDR395W,nuclear import signal receptor activity
19741,YDR395W,nuclear import signal receptor activity
19742,YDR395W,protein import into nucleus
19743,YDR395W,intracellular protein transport
19744,YDR395W,intracellular protein transport
19745,YDR395W,nuclear import signal receptor activity
19746,YDR395W,protein import into nucleus
19747,YDR395W,nuclear envelope
19748,YDR395W,cytosol
19749,YDR397C,TBP-class protein binding
19750,YDR397C,negative regulation of transcription by RNA polymerase III
19751,YDR397C,core promoter sequence-specific DNA binding
19752,YDR397C,chromatin binding
19753,YDR397C,regulation of RNA polymerase II transcription preinitiation complex assembly
19754,YDR397C,RNA polymerase II preinitiation complex assembly
19755,YDR397C,nucleus
19756,YDR397C,transcription corepressor activity
19757,YDR397C,transcription corepressor activity
19758,YDR397C,transcription corepressor activity
19759,YDR397C,transcription corepressor activity
19760,YDR397C,negative regulation of transcription by RNA polymerase II
19761,YDR397C,negative regulation of transcription by RNA polymerase II
19762,YDR397C,negative regulation of transcription by RNA polymerase II
19763,YDR397C,negative regulation of transcription by RNA polymerase II
19764,YDR397C,negative regulation of transcription by RNA polymerase II
19765,YDR397C,negative regulation of transcription by RNA polymerase II
19766,YDR397C,positive regulation of transcription by RNA polymerase II
19767,YDR397C,negative cofactor 2 complex
19768,YDR397C,negative cofactor 2 complex
19769,YDR397C,general transcription initiation factor activity
19770,YDR397C,protein heterodimerization activity
19771,YDR397C,negative regulation of transcription by RNA polymerase II
19772,YDR397C,negative cofactor 2 complex
19773,YDR397C,cellular anatomical entity
19774,YDR397C,nucleus
19775,YDR397C,nucleus
19776,YDR397C,positive regulation of transcription by RNA polymerase II
19777,YDR397C,positive regulation of transcription by RNA polymerase II
19778,YDR397C,transcription coactivator activity
19779,YDR397C,chromatin remodeling
19780,YDR397C,negative cofactor 2 complex
19781,YDR397C,negative regulation of transcription by RNA polymerase II
19782,YDR397C,RNA polymerase II general transcription initiation factor activity
19783,YDR397C,RNA polymerase II preinitiation complex assembly
19784,YDR397C,positive regulation of transcription by RNA polymerase II
19785,YDR398W,molecular_function
19786,YDR398W,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
19787,YDR398W, 5.8S rRNA
19788,YDR398W, LSU-rRNA)
19789,YDR398W,positive regulation of transcription by RNA polymerase I
19790,YDR398W,nucleolus
19791,YDR398W,small-subunit processome
19792,YDR398W,rDNA heterochromatin
19793,YDR398W,nucleolus
19794,YDR398W,ribonucleoprotein complex
19795,YDR398W,rRNA processing
19796,YDR398W,ribosome biogenesis
19797,YDR398W,nucleus
19798,YDR398W,nucleolus
19799,YDR398W,t-UTP complex
19800,YDR398W,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
19801,YDR398W, 5.8S rRNA
19802,YDR398W, LSU-rRNA)
19803,YDR398W,nucleolus
19804,YDR399W,hypoxanthine phosphoribosyltransferase activity
19805,YDR399W,hypoxanthine phosphoribosyltransferase activity
19806,YDR399W,GMP salvage
19807,YDR399W,GMP salvage
19808,YDR399W,IMP salvage
19809,YDR399W,hypoxanthine phosphoribosyltransferase activity
19810,YDR399W,hypoxanthine phosphoribosyltransferase activity
19811,YDR399W,hypoxanthine phosphoribosyltransferase activity
19812,YDR399W,GMP salvage
19813,YDR399W,IMP salvage
19814,YDR399W,organic substance biosynthetic process
19815,YDR399W,nucleus
19816,YDR399W,cytoplasm
19817,YDR399W,nucleotide binding
19818,YDR399W,hypoxanthine phosphoribosyltransferase activity
19819,YDR399W,transferase activity
19820,YDR399W,guanine phosphoribosyltransferase activity
19821,YDR399W,IMP salvage
19822,YDR399W,nucleus
19823,YDR399W,nucleus
19824,YDR399W,cytoplasm
19825,YDR399W,cytoplasm
19826,YDR399W,glycosyltransferase activity
19827,YDR399W,metal ion binding
19828,YDR399W,purine ribonucleoside salvage
19829,YDR399W,hypoxanthine metabolic process
19830,YDR399W,IMP salvage
19831,YDR399W,XMP salvage
19832,YDR399W,hypoxanthine phosphoribosyltransferase activity
19833,YDR399W,GMP salvage
19834,YDR400W,hydrolase activity
19835,YDR400W, hydrolyzing N-glycosyl compounds
19836,YDR400W,hydrolase activity
19837,YDR400W, hydrolyzing N-glycosyl compounds
19838,YDR400W,hydrolase activity
19839,YDR400W, hydrolyzing N-glycosyl compounds
19840,YDR400W,ribosylpyrimidine nucleosidase activity
19841,YDR400W,ribosylpyrimidine nucleosidase activity
19842,YDR400W,pyrimidine nucleoside catabolic process
19843,YDR400W,pyrimidine nucleoside catabolic process
19844,YDR400W,uridine nucleosidase activity
19845,YDR400W,nicotinamide riboside hydrolase activity
19846,YDR400W,nicotinic acid riboside hydrolase activity
19847,YDR400W,cytidine catabolic process
19848,YDR400W,uridine catabolic process
19849,YDR400W,pyrimidine-containing compound salvage
19850,YDR400W,nicotinate nucleotide salvage
19851,YDR400W,NAD biosynthesis via nicotinamide riboside salvage pathway
19852,YDR400W,uridine nucleosidase activity
19853,YDR400W,nucleobase-containing compound metabolic process
19854,YDR400W,cytoplasm
19855,YDR400W,hydrolase activity
19856,YDR400W,hydrolase activity
19857,YDR400W, acting on glycosyl bonds
19858,YDR400W,uridine nucleosidase activity
19859,YDR400W,metabolic process
19860,YDR400W,nucleus
19861,YDR400W,nucleus
19862,YDR400W,cytoplasm
19863,YDR400W,cytoplasm
19864,YDR400W,nucleus
19865,YDR400W,organonitrogen compound metabolic process
19866,YDR400W,purine nucleoside catabolic process
19867,YDR400W,purine nucleosidase activity
19868,YDR400W,cytosol
19869,YDR402C,ascospore wall assembly
19870,YDR402C,ascospore wall assembly
19871,YDR402C,NADPH dehydrogenase activity
19872,YDR402C,endoplasmic reticulum
19873,YDR402C,monooxygenase activity
19874,YDR402C,monooxygenase activity
19875,YDR402C,monooxygenase activity
19876,YDR402C,oxidoreductase activity
19877,YDR402C,monooxygenase activity
19878,YDR402C,iron ion binding
19879,YDR402C,iron ion binding
19880,YDR402C,iron ion binding
19881,YDR402C,iron ion binding
19882,YDR402C,oxidoreductase activity
19883,YDR402C, acting on paired donors
19884,YDR402C, with incorporation or reduction of molecular oxygen
19885,YDR402C,oxidoreductase activity
19886,YDR402C, acting on paired donors
19887,YDR402C, with incorporation or reduction of molecular oxygen
19888,YDR402C,oxidoreductase activity
19889,YDR402C, acting on paired donors
19890,YDR402C, with incorporation or reduction of molecular oxygen
19891,YDR402C,oxidoreductase activity
19892,YDR402C, acting on paired donors
19893,YDR402C, with incorporation or reduction of molecular oxygen
19894,YDR402C,heme binding
19895,YDR402C,heme binding
19896,YDR402C,heme binding
19897,YDR402C,metal ion binding
19898,YDR402C,sporulation resulting in formation of a cellular spore
19899,YDR403W,catalytic activity
19900,YDR403W,ascospore wall assembly
19901,YDR403W,ascospore wall assembly
19902,YDR403W,cytosol
19903,YDR403W,sporulation resulting in formation of a cellular spore
19904,YDR404C,single-stranded DNA binding
19905,YDR404C,single-stranded DNA binding
19906,YDR404C,single-stranded RNA binding
19907,YDR404C,single-stranded RNA binding
19908,YDR404C,transcription by RNA polymerase II
19909,YDR404C,translation initiation factor binding
19910,YDR404C,nuclear-transcribed mRNA catabolic process
19911,YDR404C, exonucleolytic
19912,YDR404C,transcription initiation at RNA polymerase II promoter
19913,YDR404C,positive regulation of translational initiation
19914,YDR404C,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening
19915,YDR404C,P-body
19916,YDR404C,nucleus
19917,YDR404C,RNA polymerase II
19918,YDR404C, core complex
19919,YDR404C,RNA polymerase II
19920,YDR404C, core complex
19921,YDR404C,cytoplasm
19922,YDR404C,RNA-dependent RNA polymerase activity
19923,YDR404C,DNA-templated transcription initiation
19924,YDR404C,cytoplasm
19925,YDR404C,P-body
19926,YDR404C,nucleus
19927,YDR404C,nucleus
19928,YDR404C,cytoplasm
19929,YDR404C,nucleic acid binding
19930,YDR404C,DNA-templated transcription
19931,YDR404C,RNA-templated transcription
19932,YDR404C,DNA-directed RNA polymerase complex
19933,YDR404C,RNA polymerase II
19934,YDR404C, core complex
19935,YDR404C,gene expression
19936,YDR404C,translation initiation factor binding
19937,YDR404C,single-stranded DNA binding
19938,YDR404C,nuclear-transcribed mRNA catabolic process
19939,YDR404C, exonucleolytic
19940,YDR404C,positive regulation of translational initiation
19941,YDR404C,RNA polymerase II
19942,YDR404C, core complex
19943,YDR404C,P-body
19944,YDR404C,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening
19945,YDR404C,single-stranded RNA binding
19946,YDR404C,transcription initiation at RNA polymerase II promoter
19947,YDR405W,structural constituent of ribosome
19948,YDR405W,structural constituent of ribosome
19949,YDR405W,mitochondrial translation
19950,YDR405W,mitochondrial translation
19951,YDR405W,mitochondrial large ribosomal subunit
19952,YDR405W,mitochondrial large ribosomal subunit
19953,YDR405W,ribosome
19954,YDR405W,mitochondrion
19955,YDR405W,mitochondrion
19956,YDR405W,mitochondrion
19957,YDR405W,mitochondrion
19958,YDR405W,structural constituent of ribosome
19959,YDR405W,structural constituent of ribosome
19960,YDR405W,ribosome
19961,YDR405W,ribosome
19962,YDR405W,ribonucleoprotein complex
19963,YDR405W,translation
19964,YDR405W,translation
19965,YDR405W,mitochondrial large ribosomal subunit
19966,YDR405W,structural constituent of ribosome
19967,YDR405W,mitochondrial translation
19968,YDR406W,transmembrane transport
19969,YDR406W,ABC-type transporter activity
19970,YDR406W,ABC-type transporter activity
19971,YDR406W,ATP binding
19972,YDR406W,ATP binding
19973,YDR406W,ATP binding
19974,YDR406W,ATPase-coupled transmembrane transporter activity
19975,YDR406W,ATPase-coupled transmembrane transporter activity
19976,YDR406W,ATPase-coupled transmembrane transporter activity
19977,YDR406W,response to xenobiotic stimulus
19978,YDR406W,cell periphery
19979,YDR406W,xenobiotic detoxification by transmembrane export across the plasma membrane
19980,YDR406W,membrane
19981,YDR406W,membrane
19982,YDR406W,membrane
19983,YDR406W,ATP binding
19984,YDR406W,membrane
19985,YDR406W,membrane
19986,YDR406W,nucleotide binding
19987,YDR406W,ATP hydrolysis activity
19988,YDR407C,guanyl-nucleotide exchange factor activity
19989,YDR407C,intra-Golgi vesicle-mediated transport
19990,YDR407C,early endosome to Golgi transport
19991,YDR407C,trans-Golgi network
19992,YDR407C,TRAPPII protein complex
19993,YDR407C,cellular anatomical entity
19994,YDR407C,cytosol
19995,YDR407C,cytosol
19996,YDR407C,Golgi apparatus
19997,YDR407C,Golgi apparatus
19998,YDR407C,early endosome
19999,YDR407C,trans-Golgi network
20000,YDR408C,adenine biosynthetic process
20001,YDR408C,phosphoribosylglycinamide formyltransferase activity
20002,YDR408C,phosphoribosylglycinamide formyltransferase activity
20003,YDR408C,phosphoribosylglycinamide formyltransferase activity
20004,YDR408C,phosphoribosylglycinamide formyltransferase activity
20005,YDR408C,purine nucleotide biosynthetic process
20006,YDR408C,'de novo' IMP biosynthetic process
20007,YDR408C,'de novo' IMP biosynthetic process
20008,YDR408C,transferase activity
20009,YDR408C,purine nucleotide biosynthetic process
20010,YDR408C,purine-containing compound biosynthetic process
20011,YDR408C,phosphoribosylglycinamide formyltransferase activity
20012,YDR408C,'de novo' IMP biosynthetic process
20013,YDR408C,biosynthetic process
20014,YDR408C,biosynthetic process
20015,YDR408C,nucleus
20016,YDR408C,cytoplasm
20017,YDR408C,phosphoribosylglycinamide formyltransferase activity
20018,YDR408C,catalytic activity
20019,YDR408C,phosphoribosylglycinamide formyltransferase activity
20020,YDR408C,cytoplasm
20021,YDR408C,'de novo' IMP biosynthetic process
20022,YDR409W,SUMO transferase activity
20023,YDR409W,protein sumoylation
20024,YDR409W,chromatin
20025,YDR409W,chromosome segregation
20026,YDR409W,SUMO transferase activity
20027,YDR409W,SUMO transferase activity
20028,YDR409W,SUMO transferase activity
20029,YDR409W,SUMO transferase activity
20030,YDR409W,protein sumoylation
20031,YDR409W,protein sumoylation
20032,YDR409W,protein sumoylation
20033,YDR409W,protein sumoylation
20034,YDR409W,negative regulation of protein ubiquitination
20035,YDR409W,DNA double-strand break attachment to nuclear envelope
20036,YDR409W,septin ring
20037,YDR409W,intracellular organelle
20038,YDR409W,zinc ion binding
20039,YDR409W,double-stranded DNA binding
20040,YDR409W,transferase activity
20041,YDR409W,protein sumoylation
20042,YDR409W,nucleus
20043,YDR409W,nucleus
20044,YDR409W,cytoplasm
20045,YDR409W,cytoplasm
20046,YDR409W,cellular bud neck
20047,YDR409W,zinc ion binding
20048,YDR409W,negative regulation of protein ubiquitination
20049,YDR409W,metal ion binding
20050,YDR409W,protein sumoylation
20051,YDR409W,SUMO ligase activity
20052,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20053,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20054,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20055,YDR410C,C-terminal protein methylation
20056,YDR410C,peptide pheromone maturation
20057,YDR410C,endoplasmic reticulum membrane
20058,YDR410C,endoplasmic reticulum membrane
20059,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20060,YDR410C,endoplasmic reticulum
20061,YDR410C,membrane
20062,YDR410C,nuclear inner membrane
20063,YDR410C,membrane
20064,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20065,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20066,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20067,YDR410C,methyltransferase activity
20068,YDR410C,transferase activity
20069,YDR410C,C-terminal protein methylation
20070,YDR410C,C-terminal protein methylation
20071,YDR410C,response to pheromone
20072,YDR410C,methylation
20073,YDR410C,endoplasmic reticulum
20074,YDR410C,endoplasmic reticulum
20075,YDR410C,endoplasmic reticulum membrane
20076,YDR410C,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
20077,YDR410C,endoplasmic reticulum
20078,YDR410C,C-terminal protein methylation
20079,YDR411C,ubiquitin-dependent ERAD pathway
20080,YDR411C,endoplasmic reticulum unfolded protein response
20081,YDR411C,endoplasmic reticulum unfolded protein response
20082,YDR411C,response to stress
20083,YDR411C,endoplasmic reticulum
20084,YDR411C,endoplasmic reticulum membrane
20085,YDR411C,membrane
20086,YDR411C,endoplasmic reticulum
20087,YDR411C,endoplasmic reticulum
20088,YDR411C,regulation of retrograde protein transport
20089,YDR411C, ER to cytosol
20090,YDR411C,protein-containing complex binding
20091,YDR411C,protein-containing complex binding
20092,YDR411C,endoplasmic reticulum
20093,YDR411C,endoplasmic reticulum
20094,YDR411C,protein folding chaperone
20095,YDR411C,endoplasmic reticulum unfolded protein response
20096,YDR411C,ubiquitin-dependent ERAD pathway
20097,YDR411C,Hrd1p ubiquitin ligase ERAD-L complex
20098,YDR411C,endoplasmic reticulum unfolded protein response
20099,YDR411C,ubiquitin-specific protease binding
20100,YDR411C,misfolded protein binding
20101,YDR412W,rRNA processing
20102,YDR412W,preribosome binding
20103,YDR412W,nucleolus
20104,YDR412W,5'-3' RNA exonuclease activity
20105,YDR412W,generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
20106,YDR412W, 5.8S rRNA
20107,YDR412W, LSU-rRNA)
20108,YDR412W,nuclear periphery
20109,YDR412W,rRNA processing
20110,YDR412W,ribosome biogenesis
20111,YDR412W,nucleus
20112,YDR412W,nucleolus
20113,YDR412W,cytoplasm
20114,YDR412W,nucleolus
20115,YDR412W,RNA binding
20116,YDR414C,molecular_function
20117,YDR414C,protein glycosylation
20118,YDR414C,protein retention in ER lumen
20119,YDR414C,membrane
20120,YDR414C,endoplasmic reticulum membrane
20121,YDR414C,membrane
20122,YDR414C,protein transport
20123,YDR414C,endoplasmic reticulum
20124,YDR414C,protein glycosylation
20125,YDR414C,membrane
20126,YDR416W,RNA processing
20127,YDR416W,mRNA splicing
20128,YDR416W, via spliceosome
20129,YDR416W,Prp19 complex
20130,YDR416W,U2-type prespliceosome
20131,YDR416W,U2-type catalytic step 1 spliceosome
20132,YDR416W,U2-type catalytic step 1 spliceosome
20133,YDR416W,U2-type catalytic step 2 spliceosome
20134,YDR416W,U2-type post-mRNA release spliceosomal complex
20135,YDR416W,first spliceosomal transesterification activity
20136,YDR416W,first spliceosomal transesterification activity
20137,YDR416W,second spliceosomal transesterification activity
20138,YDR416W,generation of catalytic spliceosome for first transesterification step
20139,YDR416W,nucleus
20140,YDR416W,cytosol
20141,YDR416W,mRNA splicing
20142,YDR416W, via spliceosome
20143,YDR416W,protein-containing complex
20144,YDR416W,nucleus
20145,YDR416W,spliceosomal complex
20146,YDR416W,mRNA processing
20147,YDR416W,nucleus
20148,YDR416W,RNA splicing
20149,YDR416W,U2-type catalytic step 2 spliceosome
20150,YDR416W,generation of catalytic spliceosome for first transesterification step
20151,YDR416W,Prp19 complex
20152,YDR416W,mRNA splicing
20153,YDR416W, via spliceosome
20154,YDR416W,post-mRNA release spliceosomal complex
20155,YDR418W,structural constituent of ribosome
20156,YDR418W,cytoplasmic translation
20157,YDR418W,cytosolic large ribosomal subunit
20158,YDR418W,ribosomal large subunit assembly
20159,YDR418W,RNA binding
20160,YDR418W,cytoplasm
20161,YDR418W,cytoplasm
20162,YDR418W,ribosome
20163,YDR418W,structural constituent of ribosome
20164,YDR418W,structural constituent of ribosome
20165,YDR418W,structural constituent of ribosome
20166,YDR418W,translation
20167,YDR418W,translation
20168,YDR418W,translation
20169,YDR418W,ribosome
20170,YDR418W,ribosome
20171,YDR418W,ribosome
20172,YDR418W,ribonucleoprotein complex
20173,YDR418W,large ribosomal subunit rRNA binding
20174,YDR418W,cytosolic large ribosomal subunit
20175,YDR418W,translation
20176,YDR418W,structural constituent of ribosome
20177,YDR419W,DNA repair
20178,YDR419W,DNA repair
20179,YDR419W,DNA repair
20180,YDR419W,DNA-directed DNA polymerase activity
20181,YDR419W,error-prone translesion synthesis
20182,YDR419W,error-prone translesion synthesis
20183,YDR419W,error-prone translesion synthesis
20184,YDR419W,error-free translesion synthesis
20185,YDR419W,error-free translesion synthesis
20186,YDR419W,error-free translesion synthesis
20187,YDR419W,error-free translesion synthesis
20188,YDR419W,replication fork
20189,YDR419W,DNA-directed DNA polymerase activity
20190,YDR419W,chromosome segregation
20191,YDR419W,mitotic sister chromatid cohesion
20192,YDR419W,nucleus
20193,YDR419W,mitochondrion
20194,YDR419W,error-free translesion synthesis
20195,YDR419W,intracellular membrane-bounded organelle
20196,YDR419W,damaged DNA binding
20197,YDR419W,damaged DNA binding
20198,YDR419W,DNA binding
20199,YDR419W,DNA-directed DNA polymerase activity
20200,YDR419W,DNA-directed DNA polymerase activity
20201,YDR419W,nucleotidyltransferase activity
20202,YDR419W,metal ion binding
20203,YDR419W,DNA replication
20204,YDR419W,DNA repair
20205,YDR419W,DNA damage response
20206,YDR419W,DNA biosynthetic process
20207,YDR419W,nucleus
20208,YDR419W,nucleus
20209,YDR419W,zinc ion binding
20210,YDR419W,transferase activity
20211,YDR419W,DNA-directed DNA polymerase activity
20212,YDR419W,replication fork
20213,YDR419W,response to radiation
20214,YDR419W,nucleus
20215,YDR419W,error-prone translesion synthesis
20216,YDR419W,site of double-strand break
20217,YDR420W,osmosensor activity
20218,YDR420W,osmosensory signaling pathway via Sho1 osmosensor
20219,YDR420W,osmosensor activity
20220,YDR420W,cellular bud site selection
20221,YDR420W,(1->3)-beta-D-glucan biosynthetic process
20222,YDR420W,site of polarized growth
20223,YDR420W,hyperosmotic response
