## Wed Apr 30 18:06:06 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ZMO1_ZMO0230	264203.ZMO0230	1.39e-185	516.0	COG1120@1|root,COG1120@2|Bacteria,1QPWJ@1224|Proteobacteria,2U1TK@28211|Alphaproteobacteria,2K1EJ@204457|Sphingomonadales	204457|Sphingomonadales	HP	ABC transporter	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
ZMO1_ZMO0231	264203.ZMO0231	1.19e-131	373.0	2AFT8@1|root,315VF@2|Bacteria,1RAPJ@1224|Proteobacteria,2U6M6@28211|Alphaproteobacteria,2K2CZ@204457|Sphingomonadales	204457|Sphingomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0232	264203.ZMO0232	1.56e-176	492.0	COG0566@1|root,COG0566@2|Bacteria,1MWCM@1224|Proteobacteria,2TUG7@28211|Alphaproteobacteria,2K163@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	-	-	2.1.1.185	ko:K03218	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SpoU_methylase,SpoU_sub_bind
ZMO1_ZMO0233	264203.ZMO0233	8.69e-92	268.0	COG3631@1|root,COG3631@2|Bacteria,1NI44@1224|Proteobacteria,2UNE1@28211|Alphaproteobacteria,2K80W@204457|Sphingomonadales	204457|Sphingomonadales	S	SnoaL-like domain	-	-	-	-	-	-	-	-	-	-	-	-	SnoaL_2
ZMO1_ZMO0234	264203.ZMO0234	0.0	1026.0	COG0265@1|root,COG0265@2|Bacteria,1MU63@1224|Proteobacteria,2TQPZ@28211|Alphaproteobacteria,2K08H@204457|Sphingomonadales	204457|Sphingomonadales	M	Belongs to the peptidase S1C family	-	-	3.4.21.107	ko:K04771	ko01503,ko02020,map01503,map02020	M00728	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko03110	-	-	-	PDZ_2,Trypsin_2
ZMO1_ZMO0236	264203.ZMO0236	1.12e-243	669.0	COG0489@1|root,COG0489@2|Bacteria,1MU7R@1224|Proteobacteria,2TRDM@28211|Alphaproteobacteria,2K1RH@204457|Sphingomonadales	204457|Sphingomonadales	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	-	-	-	ko:K03593	-	-	-	-	ko00000,ko03029,ko03036	-	-	-	ParA
ZMO1_ZMO0238	264203.ZMO0238	1.32e-120	345.0	COG0712@1|root,COG0712@2|Bacteria,1MVRH@1224|Proteobacteria,2U5IC@28211|Alphaproteobacteria,2K4UU@204457|Sphingomonadales	204457|Sphingomonadales	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpH	-	-	ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	OSCP
ZMO1_ZMO0239	264203.ZMO0239	0.0	977.0	COG0056@1|root,COG0056@2|Bacteria,1MUG7@1224|Proteobacteria,2TQYK@28211|Alphaproteobacteria,2K08A@204457|Sphingomonadales	204457|Sphingomonadales	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	-	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
ZMO1_ZMO0240	264203.ZMO0240	6.86e-200	555.0	COG0224@1|root,COG0224@2|Bacteria,1MU28@1224|Proteobacteria,2TR11@28211|Alphaproteobacteria,2K0A5@204457|Sphingomonadales	204457|Sphingomonadales	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	atpG	-	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt
ZMO1_ZMO0241	264203.ZMO0241	0.0	935.0	COG0055@1|root,COG0055@2|Bacteria,1MUFU@1224|Proteobacteria,2TRGP@28211|Alphaproteobacteria,2K03H@204457|Sphingomonadales	204457|Sphingomonadales	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	-	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_N
ZMO1_ZMO0242	264203.ZMO0242	3.83e-56	174.0	COG0355@1|root,COG0355@2|Bacteria,1RHE4@1224|Proteobacteria,2UBXX@28211|Alphaproteobacteria,2K5WN@204457|Sphingomonadales	204457|Sphingomonadales	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC	-	-	ko:K02113,ko:K02114	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_DE_N
ZMO1_ZMO0243	264203.ZMO0243	1.47e-209	578.0	2C5U9@1|root,2Z9NJ@2|Bacteria,1R6D0@1224|Proteobacteria,2UAYV@28211|Alphaproteobacteria,2KE2E@204457|Sphingomonadales	204457|Sphingomonadales	S	Bacterial protein of unknown function (Gcw_chp)	-	-	-	-	-	-	-	-	-	-	-	-	Gcw_chp
ZMO1_ZMO0244	264203.ZMO0244	4.07e-57	177.0	COG0776@1|root,COG0776@2|Bacteria,1MZ5B@1224|Proteobacteria,2U9AI@28211|Alphaproteobacteria,2K608@204457|Sphingomonadales	204457|Sphingomonadales	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	-	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
ZMO1_ZMO0246	264203.ZMO0246	4.79e-123	351.0	COG5405@1|root,COG5405@2|Bacteria,1MVF2@1224|Proteobacteria,2TRRE@28211|Alphaproteobacteria,2K0IZ@204457|Sphingomonadales	204457|Sphingomonadales	O	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery	hslV	-	3.4.25.2	ko:K01419	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Proteasome
ZMO1_ZMO0247	264203.ZMO0247	2.14e-297	813.0	COG1220@1|root,COG1220@2|Bacteria,1MVK9@1224|Proteobacteria,2TRXC@28211|Alphaproteobacteria,2K0UP@204457|Sphingomonadales	204457|Sphingomonadales	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis	hslU	-	-	ko:K03667	-	-	-	-	ko00000,ko03110	-	-	-	AAA_2,ClpB_D2-small
ZMO1_ZMO0249	264203.ZMO0249	4.78e-31	108.0	COG0267@1|root,COG0267@2|Bacteria,1N6QV@1224|Proteobacteria,2UF4D@28211|Alphaproteobacteria,2K6VC@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
ZMO1_ZMO0250	264203.ZMO0250	9.32e-81	239.0	COG0745@1|root,COG0745@2|Bacteria,1RD7E@1224|Proteobacteria,2U745@28211|Alphaproteobacteria,2K53C@204457|Sphingomonadales	204457|Sphingomonadales	T	response regulator	-	-	-	ko:K11443	ko02020,ko04112,map02020,map04112	M00511	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg
ZMO1_ZMO0251	264203.ZMO0251	4.17e-97	283.0	COG0251@1|root,COG0251@2|Bacteria,1RHMZ@1224|Proteobacteria,2U9H4@28211|Alphaproteobacteria,2K4U7@204457|Sphingomonadales	204457|Sphingomonadales	J	endoribonuclease	-	-	-	-	-	-	-	-	-	-	-	-	YjgF_endoribonc
ZMO1_ZMO0252	264203.ZMO0252	0.0	5632.0	COG2373@1|root,COG2911@1|root,COG3209@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,COG3209@2|Bacteria,1P8N9@1224|Proteobacteria,2TXF6@28211|Alphaproteobacteria,2KEHX@204457|Sphingomonadales	204457|Sphingomonadales	M	Domain of unknown function	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0253	264203.ZMO0253	0.0	915.0	COG1538@1|root,COG1538@2|Bacteria,1MYX2@1224|Proteobacteria,2UA15@28211|Alphaproteobacteria,2K3A9@204457|Sphingomonadales	204457|Sphingomonadales	MU	TIGRFAM type I secretion outer membrane protein, TolC family	-	-	-	ko:K12543	-	M00330	-	-	ko00000,ko00002,ko02000,ko02044	1.B.17,3.A.1.109.4	-	-	OEP
ZMO1_ZMO0254	264203.ZMO0254	0.0	1395.0	COG2274@1|root,COG2274@2|Bacteria,1R2T0@1224|Proteobacteria,2USBQ@28211|Alphaproteobacteria,2K0KD@204457|Sphingomonadales	204457|Sphingomonadales	V	ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	-	-	-	ko:K12541	ko02010,map02010	M00330	-	-	ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.109.3,3.A.1.109.4	-	-	ABC_membrane,ABC_tran
ZMO1_ZMO0255	264203.ZMO0255	1.01e-274	752.0	COG0845@1|root,COG0845@2|Bacteria,1MUI8@1224|Proteobacteria,2TSP0@28211|Alphaproteobacteria,2K021@204457|Sphingomonadales	204457|Sphingomonadales	M	type I secretion membrane fusion protein	-	-	-	ko:K12542	-	M00330	-	-	ko00000,ko00002,ko02000,ko02044	3.A.1.109.4,8.A.1	-	-	Biotin_lipoyl_2,HlyD,HlyD_3
ZMO1_ZMO0256	264203.ZMO0256	0.0	1178.0	COG0277@1|root,COG0277@2|Bacteria,1MVG7@1224|Proteobacteria,2TUIZ@28211|Alphaproteobacteria,2K3K9@204457|Sphingomonadales	204457|Sphingomonadales	C	Catalyzes the oxidation of D-lactate to pyruvate	dld	-	1.1.5.12	ko:K03777	ko00620,ko01120,map00620,map01120	-	R00704,R11591	RC00044	ko00000,ko00001,ko01000	-	-	-	FAD_binding_4,Lact-deh-memb
ZMO1_ZMO0257	264203.ZMO0257	9.79e-159	445.0	COG0745@1|root,COG0745@2|Bacteria,1N0YI@1224|Proteobacteria,2TSV8@28211|Alphaproteobacteria,2K0M9@204457|Sphingomonadales	204457|Sphingomonadales	T	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-	-	-	ko:K02483	-	-	-	-	ko00000,ko02022	-	-	-	Response_reg,Trans_reg_C
ZMO1_ZMO0258	264203.ZMO0258	0.0	933.0	COG0642@1|root,COG0642@2|Bacteria,1MX6R@1224|Proteobacteria,2TS9N@28211|Alphaproteobacteria,2K1P6@204457|Sphingomonadales	204457|Sphingomonadales	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	2CSK_N,HATPase_c
ZMO1_ZMO0260	264203.ZMO0260	6.36e-153	430.0	COG4133@1|root,COG4133@2|Bacteria,1MZPC@1224|Proteobacteria,2TVBT@28211|Alphaproteobacteria,2K5BJ@204457|Sphingomonadales	204457|Sphingomonadales	O	once thought to export heme, this seems not to be the case, but its exact role is uncertain. Responsible for energy coupling to the transport system	ccmA	-	3.6.3.41	ko:K02193	ko02010,map02010	M00259	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.107	-	-	ABC_tran
ZMO1_ZMO0262	264203.ZMO0262	2.09e-129	369.0	COG2386@1|root,COG2386@2|Bacteria,1NJB0@1224|Proteobacteria,2TUSG@28211|Alphaproteobacteria,2K43Z@204457|Sphingomonadales	204457|Sphingomonadales	O	Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes	ccmB	-	-	ko:K02194	ko02010,map02010	M00259	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.107	-	-	CcmB
ZMO1_ZMO0263	264203.ZMO0263	0.0	939.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0264	264203.ZMO0264	0.0	951.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0265	264203.ZMO0265	0.0	956.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0266	264203.ZMO0266	0.0	947.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0267	264203.ZMO0267	0.0	956.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	Asp_protease_2
ZMO1_ZMO0268	264203.ZMO0268	0.0	954.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0269	264203.ZMO0269	0.0	943.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0270	264203.ZMO0270	0.0	990.0	COG3577@1|root,COG3577@2|Bacteria,1P1EP@1224|Proteobacteria,2UV01@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Aspartyl protease	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0271	264203.ZMO0271	0.0	1181.0	COG0815@1|root,COG0815@2|Bacteria,1MUBU@1224|Proteobacteria,2TQRC@28211|Alphaproteobacteria,2K1Y8@204457|Sphingomonadales	204457|Sphingomonadales	M	Transfers the fatty acyl group on membrane lipoproteins	lnt	-	-	ko:K03820	-	-	-	-	ko00000,ko01000	-	GT2	-	CN_hydrolase
ZMO1_ZMO0273	264203.ZMO0273	3.58e-283	773.0	COG0192@1|root,COG0192@2|Bacteria,1MUFQ@1224|Proteobacteria,2TR4P@28211|Alphaproteobacteria,2K02E@204457|Sphingomonadales	204457|Sphingomonadales	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	-	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N
ZMO1_ZMO0274	264203.ZMO0274	0.0	951.0	COG1508@1|root,COG1508@2|Bacteria,1MW4V@1224|Proteobacteria,2TS41@28211|Alphaproteobacteria,2K182@204457|Sphingomonadales	204457|Sphingomonadales	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	rpoN	-	-	ko:K03092	ko02020,ko05111,map02020,map05111	-	-	-	ko00000,ko00001,ko03021	-	-	-	Sigma54_AID,Sigma54_CBD,Sigma54_DBD
ZMO1_ZMO0275	264203.ZMO0275	5.03e-183	509.0	COG1137@1|root,COG1137@2|Bacteria,1MU8M@1224|Proteobacteria,2TR7F@28211|Alphaproteobacteria,2K0YX@204457|Sphingomonadales	204457|Sphingomonadales	S	ABC-type (Unclassified) transport system, ATPase component	-	-	-	ko:K06861	ko02010,map02010	M00320	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	1.B.42.1	-	-	ABC_tran,BCA_ABC_TP_C
ZMO1_ZMO0276	264203.ZMO0276	1.65e-139	394.0	COG1934@1|root,COG1934@2|Bacteria,1MXGA@1224|Proteobacteria,2U6DD@28211|Alphaproteobacteria,2K3YP@204457|Sphingomonadales	204457|Sphingomonadales	S	protein conserved in bacteria	-	-	-	ko:K09774	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	OstA
ZMO1_ZMO0277	264203.ZMO0277	1.77e-150	423.0	COG5375@1|root,COG5375@2|Bacteria,1NMV8@1224|Proteobacteria,2VCS4@28211|Alphaproteobacteria,2K34V@204457|Sphingomonadales	204457|Sphingomonadales	S	Protein conserved in bacteria	-	-	-	ko:K11719	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	LptC
ZMO1_ZMO0278	264203.ZMO0278	1.41e-150	423.0	COG0349@1|root,COG0349@2|Bacteria,1MWFD@1224|Proteobacteria,2TQXS@28211|Alphaproteobacteria,2K0FG@204457|Sphingomonadales	204457|Sphingomonadales	L	3'-5' exonuclease	-	-	3.1.13.5	ko:K03684	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	DNA_pol_A_exo1
ZMO1_ZMO0279	264203.ZMO0279	9.01e-137	392.0	COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,2UF6W@28211|Alphaproteobacteria,2JZZ2@204457|Sphingomonadales	204457|Sphingomonadales	K	Cold shock	-	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
ZMO1_ZMO0281	264203.ZMO0281	2.82e-153	430.0	COG1309@1|root,COG1309@2|Bacteria,1R6HR@1224|Proteobacteria,2U4PH@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	tetR family	rmrR	-	-	-	-	-	-	-	-	-	-	-	TetR_C_7,TetR_N
ZMO1_ZMO0282	264203.ZMO0282	1.67e-271	744.0	COG0845@1|root,COG0845@2|Bacteria,1MU78@1224|Proteobacteria,2TSW4@28211|Alphaproteobacteria,2K1BG@204457|Sphingomonadales	204457|Sphingomonadales	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K03585	ko01501,ko01503,map01501,map01503	M00646,M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000,ko03036	2.A.6.2,8.A.1.6	-	-	HlyD,HlyD_D23
ZMO1_ZMO0283	264203.ZMO0283	0.0	1987.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2TQT0@28211|Alphaproteobacteria,2K02H@204457|Sphingomonadales	204457|Sphingomonadales	V	Efflux pump membrane transporter	-	-	-	ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
ZMO1_ZMO0285	264203.ZMO0285	0.0	989.0	COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,2TUFK@28211|Alphaproteobacteria,2K0NW@204457|Sphingomonadales	204457|Sphingomonadales	M	RND efflux system, outer membrane lipoprotein	-	-	-	ko:K18139	ko01501,ko02024,map01501,map02024	M00642,M00643,M00647,M00718,M00768,M00822	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.17,2.A.6.2	-	-	OEP
ZMO1_ZMO0286	264203.ZMO0286	1.06e-162	457.0	COG2968@1|root,COG2968@2|Bacteria,1RH7T@1224|Proteobacteria,2U981@28211|Alphaproteobacteria,2K40S@204457|Sphingomonadales	204457|Sphingomonadales	S	Protein of unknown function (DUF541)	-	-	-	ko:K09807	-	-	-	-	ko00000	-	-	-	SIMPL
ZMO1_ZMO0287	264203.ZMO0287	2.61e-260	715.0	COG0845@1|root,COG0845@2|Bacteria,1MXGH@1224|Proteobacteria,2U18A@28211|Alphaproteobacteria,2K0EM@204457|Sphingomonadales	204457|Sphingomonadales	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_D23
ZMO1_ZMO0290	264203.ZMO0290	2.98e-307	837.0	COG2733@1|root,COG2733@2|Bacteria,1MX3G@1224|Proteobacteria,2U15J@28211|Alphaproteobacteria,2K0FY@204457|Sphingomonadales	204457|Sphingomonadales	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	DUF445
ZMO1_ZMO0291	264203.ZMO0291	1.42e-215	593.0	COG0682@1|root,COG0682@2|Bacteria,1MVE3@1224|Proteobacteria,2TTNS@28211|Alphaproteobacteria,2K1JZ@204457|Sphingomonadales	204457|Sphingomonadales	M	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	lgt	-	-	ko:K13292	-	-	-	-	ko00000,ko01000	-	-	-	LGT
ZMO1_ZMO0293	264203.ZMO0293	0.0	927.0	COG0477@1|root,COG2814@2|Bacteria,1MVKJ@1224|Proteobacteria,2U3NF@28211|Alphaproteobacteria,2K3AA@204457|Sphingomonadales	204457|Sphingomonadales	EGP	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	-	-	-	-	-	-	-	-	-	-	-	-	Sugar_tr
ZMO1_ZMO0294	264203.ZMO0294	1.97e-59	183.0	COG0227@1|root,COG0227@2|Bacteria,1MZ57@1224|Proteobacteria,2UBQU@28211|Alphaproteobacteria,2K561@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the bacterial ribosomal protein bL28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
ZMO1_ZMO0296	264203.ZMO0296	3.01e-112	322.0	COG0590@1|root,COG0590@2|Bacteria,1RGU0@1224|Proteobacteria,2U77Q@28211|Alphaproteobacteria,2K4E6@204457|Sphingomonadales	204457|Sphingomonadales	FJ	Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)	tadA	-	3.5.4.33	ko:K11991	-	-	R10223	RC00477	ko00000,ko01000,ko03016	-	-	-	MafB19-deam
ZMO1_ZMO0297	264203.ZMO0297	6.14e-314	855.0	COG1253@1|root,COG1253@2|Bacteria,1MV3P@1224|Proteobacteria,2TS80@28211|Alphaproteobacteria,2K087@204457|Sphingomonadales	204457|Sphingomonadales	S	COG1253 Hemolysins and related proteins containing CBS domains	-	-	-	ko:K03699	-	-	-	-	ko00000,ko02042	-	-	-	CBS,CorC_HlyC,DUF21
ZMO1_ZMO0298	264203.ZMO0298	3.63e-153	431.0	COG3743@1|root,COG3743@2|Bacteria,1N76A@1224|Proteobacteria,2UFVP@28211|Alphaproteobacteria,2K4QR@204457|Sphingomonadales	204457|Sphingomonadales	S	rRNA binding	-	-	-	-	-	-	-	-	-	-	-	-	HHH_5
ZMO1_ZMO0299	555217.Zmob_0853	1.2e-301	822.0	COG0151@1|root,COG0151@2|Bacteria,1MUAH@1224|Proteobacteria,2TQR5@28211|Alphaproteobacteria,2K0GD@204457|Sphingomonadales	204457|Sphingomonadales	F	Belongs to the GARS family	purD	-	6.3.4.13	ko:K01945	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04144	RC00090,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	GARS_A,GARS_C,GARS_N
ZMO1_ZMO0300	264203.ZMO0300	0.0	1052.0	COG1570@1|root,COG1570@2|Bacteria,1MUA4@1224|Proteobacteria,2TR1R@28211|Alphaproteobacteria,2K05G@204457|Sphingomonadales	204457|Sphingomonadales	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseA	-	3.1.11.6	ko:K03601	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_L,tRNA_anti_2
ZMO1_ZMO0301	264203.ZMO0301	2.07e-186	517.0	COG3295@1|root,COG3295@2|Bacteria,1R9YV@1224|Proteobacteria,2U5N7@28211|Alphaproteobacteria,2K1D0@204457|Sphingomonadales	204457|Sphingomonadales	S	PepSY-associated TM helix	-	-	-	ko:K09939	-	-	-	-	ko00000	-	-	-	PepSY_TM_like_2
ZMO1_ZMO0302	264203.ZMO0302	4.55e-64	195.0	COG4321@1|root,COG4321@2|Bacteria,1PSCA@1224|Proteobacteria,2VA8Q@28211|Alphaproteobacteria,2K6W1@204457|Sphingomonadales	204457|Sphingomonadales	S	protein related to arylsulfate sulfotransferase involved in siderophore biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	RHH_4
ZMO1_ZMO0303	264203.ZMO0303	4.93e-243	667.0	COG0276@1|root,COG0276@2|Bacteria,1MVR1@1224|Proteobacteria,2TSMS@28211|Alphaproteobacteria,2K0NQ@204457|Sphingomonadales	204457|Sphingomonadales	H	Catalyzes the ferrous insertion into protoporphyrin IX	hemH	-	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000	-	-	-	Ferrochelatase
ZMO1_ZMO0305	264203.ZMO0305	1.75e-105	305.0	COG2755@1|root,COG2755@2|Bacteria,1N4H1@1224|Proteobacteria,2US93@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Stress responsive A/B Barrel Domain	-	-	-	-	-	-	-	-	-	-	-	-	Dabb
ZMO1_ZMO0306	264203.ZMO0306	7.66e-312	848.0	COG0438@1|root,COG0438@2|Bacteria,1N5HW@1224|Proteobacteria,2TVGD@28211|Alphaproteobacteria,2K0NH@204457|Sphingomonadales	204457|Sphingomonadales	M	PFAM glycosyl transferase group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glycos_transf_1
ZMO1_ZMO0307	264203.ZMO0307	0.0	1155.0	COG3563@1|root,COG3563@2|Bacteria,1MW0T@1224|Proteobacteria,2TTAJ@28211|Alphaproteobacteria,2K13D@204457|Sphingomonadales	204457|Sphingomonadales	M	Capsule polysaccharide	-	-	-	ko:K07266	-	-	-	-	ko00000	-	-	-	Capsule_synth
