,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,operon,kegg_maps,EC_number,ZM4_locus,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,chromosome_id,iMs
ZCP4_0271,ZCP4_0271,CP006818.1,306250,308496,-,DNA topoisomerase IV subunit A,"Replication, recombination and repair",,,Op404,,,ZMO1_ZMO1054,-2.122814691402,-2.47369745441023,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8635164523884058,0.899797783708046,1.083597125937212,1.0,0.9417770761395344,1.047759440079902,1.1535360018135243,CP006818.1,
ZCP4_0272,purC,CP006818.1,308894,309673,-,phosphoribosylaminoimidazole-succinocarboxamide synthase,Nucleotide transport and metabolism,,Q5NNN4,Op405,map00230;map01100;map01110;map01130,6.3.2.6,ZMO1_ZMO1052,0.0,0.0,SignalP-TM;SignalP-noTM,0.2541070232677336,0.2492339758387179,0.4669221729614536,0.4991395182727686,0.0,1.648941223911198e-13,1.9304086030148083e-14,2.1481756357289423e-14,['NikR_Helicobacter_pylori'],1.0,1.06002835208132,0.9647388322006692,0.9437669352908502,1.0,0.9942475748898252,0.97750689703357,0.8970154701155257,CP006818.1,
ZCP4_0273,pstB,CP006818.1,310008,310880,-,phosphate ABC transporter ATP-binding protein%2C PhoT family,Inorganic ion transport and metabolism,,Q5NNN6,Op406,map02010,3.6.3.27,ZMO1_ZMO1050,0.0,0.0,SignalP-TM;SignalP-noTM,0.4788986092523497,0.4697147008087372,0.8799771701890946,0.9406950585220906,1.3366837377506848e-14,4.560512238498076e-12,5.141412660654863e-13,1.1113421230231365e-13,[],1.0,0.986680563834776,1.074443526435698,1.166524134667441,1.0,1.0319634335849013,1.1082509535009828,1.2276146847596716,CP006818.1,
ZCP4_0274,ZCP4_0274,CP006818.1,310880,311716,-,phosphate ABC transporter membrane protein 2%2C PhoT family,Inorganic ion transport and metabolism,,Q5NNN7,Op407,map02010,,ZMO1_ZMO1049,0.0,0.0,SignalP-TM;SignalP-noTM,0.4788986092523497,0.4697147008087372,0.8799771701890946,0.9406950585220906,1.3366837377506848e-14,4.560512238498076e-12,5.141412660654863e-13,1.1113421230231365e-13,['CosR_Campylobacter_jejuni'],1.0,0.6499811239558132,0.905279635760302,1.0163921615265832,1.0,0.9705430641042389,0.8984993417318481,1.1504734828777163,CP006818.1,
ZCP4_0275,ZCP4_0275,CP006818.1,311725,312684,-,phosphate ABC transporter membrane protein 1%2C PhoT family,Inorganic ion transport and metabolism,,Q5NNN8,Op408,map02010,,ZMO1_ZMO1048,0.0,0.0,SignalP-TM;SignalP-noTM,0.4788986092523497,0.4697147008087372,0.8799771701890946,0.9406950585220906,1.3366837377506848e-14,4.560512238498076e-12,5.141412660654863e-13,1.1113421230231365e-13,[],1.0,0.7672490503029203,1.0885105151003671,1.0832555925989444,1.0,0.5702355443445086,0.780281267388361,0.724819066890827,CP006818.1,
ZCP4_0276,ZCP4_0276,CP006818.1,312779,313819,-,phosphate ABC transporter substrate-binding protein%2C PhoT family,Inorganic ion transport and metabolism,,,Op409,map02010;map02020;map05152,,ZMO1_ZMO1047,-2.71097624946516,-4.21993884627795,SignalP-TM;SignalP-noTM,0.4788986092523497,0.4697147008087372,0.8799771701890946,0.9406950585220906,1.3366837377506848e-14,4.560512238498076e-12,5.141412660654863e-13,1.1113421230231365e-13,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.196819189379444,1.1609138078328758,0.6596249138754827,1.0,1.294335589524671,1.25760502950331,0.6937391872442981,CP006818.1,
ZCP4_0277,ZCP4_0277,CP006818.1,314085,315671,+,hypothetical protein,No COG annotation,"ZCP4_0168,ZCP4_0900,ZCP4_1465",,Op410,,,ZMO1_ZMO1045,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,CP006818.1,['cell_cycle']
ZCP4_0278,mscL,CP006818.1,315757,316221,-,large conductance mechanosensitive channel protein,Cell wall/membrane/envelope biogenesis,,Q5NNP2,Op411,,,ZMO1_ZMO1044,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.812365604885552,0.7738340550998427,0.859570156006775,1.0,0.9066481985058636,0.9871124230535292,1.0826401958855676,CP006818.1,
ZCP4_0279,ZCP4_0279,CP006818.1,316452,317078,+,hypothetical protein,Function unknown,"ZCP4_0018,ZCP4_0375,ZCP4_1382,ZCP4_1718",Q5NNP3,Op412,,,ZMO1_ZMO1043,0.0,0.0,C-terminal cystine knot signature.;SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.0553412448706163,1.2095558780112712,1.208469246666232,1.0,1.2739545512233623,1.2594542034056997,1.715657036797812,CP006818.1,
ZCP4_0280,ZCP4_0280,CP006818.1,317101,318138,+,beta-propeller domain-containing protein%2C methanol dehydrogenase,Function unknown,ZCP4_1387,Q5NNP4,Op413,,,ZMO1_ZMO1042,0.0,0.0,"C-terminal region of a signal peptide.;Eggshell protein signature;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.0225158535011405,1.147337404453476,1.4512665478838451,1.0,0.9294130323015032,1.014676916223656,1.3054866756685797,CP006818.1,['noise_5']
ZCP4_0281,ZCP4_0281,CP006818.1,318226,318780,+,NTP pyrophosphohydrolase,"Replication, recombination and repair",ZCP4_1382,,Op414,map00230,3.6.1.13,ZMO1_ZMO1041,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0,0.0,0.0,0.0,0.9999999999999876,1.0000000000000764,0.9999999999999778,0.999999999999991,[],1.0,1.0011800558793686,0.896683177634524,0.8814149270134597,1.0,1.0104641459092163,0.950390934783458,1.0151966946360962,CP006818.1,
ZCP4_0283,ZCP4_0283,CP006818.1,319021,322233,-,outer membrane cobalamin receptor protein,Inorganic ion transport and metabolism,"ZCP4_0128,ZCP4_0210,ZCP4_0375,ZCP4_0523,ZCP4_0530,ZCP4_1194,ZCP4_1382,ZCP4_1718",Q5NNP6,Op415,,,ZMO1_ZMO1040,-1.32364861571783,-1.25524858436098,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Vibrio_cholerae', 'HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,CP006818.1,['membrane_cobalmin']
ZCP4_0284,ZCP4_0284,CP006818.1,322981,324822,+,ribonucleotide reductase%2C alpha subunit,Nucleotide transport and metabolism,,,Op416,map00230;map00240;map01100,1.17.4.1,ZMO1_ZMO1039,-8.43924508248678,0.0,SignalP-TM;SignalP-noTM,0.0119776713085353,0.0136119855962882,0.0,0.0272606489961997,0.999999999999989,0.99999999999999,0.9999999999999686,0.999999999999986,"['CosR_Campylobacter_jejuni', 'Fur_Vibrio_cholerae', 'HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.722760891251566,0.6719206089013142,0.8396660783546204,1.0,0.6712006811546406,0.6808804581560083,0.8586208279942703,CP006818.1,"['oxidation_response_2', 'ribonucleoside_reductase']"
ZCP4_0286,argG,CP006818.1,325337,326563,-,argininosuccinate synthase,Amino acid transport and metabolism,,Q5NNQ0,Op417,map00220;map00250;map01100;map01110;map01130;map01230;map05418,6.3.4.5,ZMO1_ZMO1036,-2.66035409771934,-4.39829567767511,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.134604290474034,0.1320229643729613,0.2473356579832104,0.264401667614918,0.0,0.0,0.0,0.0,['CosR_Campylobacter_jejuni'],1.0,1.011184249365562,0.9466275962484396,0.9095505612525516,1.0,0.9445810523484298,0.8785122478349661,0.7911753425987763,CP006818.1,
ZCP4_0287,ZCP4_0287,CP006818.1,326823,327440,+,EF hand/EF-hand domain pair,"Cell cycle control, cell division, chromosome partitioning",ZCP4_0018,Q5NNQ2,Op418,,,ZMO1_ZMO1034,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.690867082198419,1.5113562860433791,0.7165260655876112,1.0,1.477526623504977,1.3084307605750956,0.639731615816392,CP006818.1,['cell_cycle']
ZCP4_0288,ZCP4_0288,CP006818.1,327561,328808,-,cyclopropane-fatty-acyl-phospholipid synthase,Cell wall/membrane/envelope biogenesis,,,Op419,,2.1.1.79,ZMO1_ZMO1033,0.0,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.9999999999999704,0.9999999999999885,0.999999999999964,0.9999999999999905,[],1.0,1.130779445286269,1.2004488437920753,1.288753171372081,1.0,1.114955870065893,1.228118997929897,1.3079877298146758,CP006818.1,['aldose_transport_maybe']
ZCP4_0289,ZCP4_0289,CP006818.1,328864,330039,-,23S rRNA m(2)A-2503 methyltransferase,"Translation, ribosomal structure and biogenesis",,,Op420,,2.1.1.192,ZMO1_ZMO1032,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.6668969936692142,0.5435289347589447,0.620092197020862,1.0,0.6138140056184739,0.6026783204638627,0.6517970970272969,CP006818.1,
ZCP4_0290,ZCP4_0290,CP006818.1,330199,330963,-,ABC-2 family transporter protein,Defense mechanisms,"ZCP4_0900,ZCP4_1387",Q5NNQ6,Op421,map02010,,ZMO1_ZMO1030,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],,,,,,,,,CP006818.1,['oxidation_response_1']
ZCP4_0291,ZCP4_0291,CP006818.1,331008,331925,-,ABC-type multidrug transport system%2C ATPase component,Defense mechanisms,ZCP4_1387,Q5NNQ7,Op422,,,ZMO1_ZMO1029,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7798754437276711,0.7935989773358297,0.8682589791822465,1.0,0.7919463590791034,0.8520783025253122,0.8840912366125929,CP006818.1,['oxidation_response_1']
ZCP4_0292,ZCP4_0292,CP006818.1,332006,332608,-,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover, and chaperones",,Q5NNQ9,Op423,,1.97.1.4,ZMO1_ZMO1027,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8311968083710977,0.794202606562765,1.120837523494554,1.0,0.9026642183006308,0.930825277453518,1.1974588855159052,CP006818.1,['ribonucleoside_reductase']
ZCP4_0293,ZCP4_0293,CP006818.1,332595,332783,-,Anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,,Q5NNR0,Op424,,,ZMO1_ZMO1026,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.547118769689525,0.0737915010789943,0.0989588524136007,1.0,0.2268013728477372,0.0472378277219345,0.0371259520419375,CP006818.1,"['noise_5', 'ribonucleoside_reductase']"
ZCP4_0294,ZCP4_0294,CP006818.1,332820,334838,-,ribonucleoside-triphosphate reductase class III catalytic subunit,Nucleotide transport and metabolism,,Q5NNR1,Op425,map00230;map00240;map01100,1.1.98.6,ZMO1_ZMO1025,0.0,-1.65065696282825,SignalP-TM;SignalP-noTM,0.0138781284894896,0.0,0.0255010893741578,0.0272606489961997,0.9999999999999888,0.9999999999999674,0.9999999999999716,0.9999999999999885,['MogR_Listeria_monocytogenes'],1.0,0.6187471144793415,0.3420888408774318,0.3809384222942222,1.0,0.4799366286594509,0.2695903155638985,0.3380673242870315,CP006818.1,['ribonucleoside_reductase']
ZCP4_0295,ZCP4_0295,CP006818.1,335187,335951,-,preQ(0) biosynthesis protein QueC,Nucleotide transport and metabolism,,,Op426,map00790;map01100,6.3.4.20,ZMO1_ZMO1023,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0,0.0,0.0,0.0,0.9999999999999708,0.99999999999999,0.9999999999999918,0.9999999999999932,[],1.0,1.0327709343908875,0.961854205033242,0.908178925648592,1.0,1.0016881724692586,0.8303477739993425,0.8526297908168997,CP006818.1,
ZCP4_0296,ZCP4_0296,CP006818.1,336003,337049,-,cysteine desulfurase family protein,Amino acid transport and metabolism,,Q5NNR4,Op427,map00730;map01100;map04122,2.8.1.7,ZMO1_ZMO1022,-2.98683595778907,-1.65691101890483,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.9128015996588866,0.8582875665876453,1.0590114611671528,1.0,0.917037603723236,0.9105224761714902,1.126198018362515,CP006818.1,
ZCP4_0297,ZCP4_0297,CP006818.1,337182,337835,+,putative hydrolase of the alpha/beta superfamily,Function unknown,ZCP4_1137,Q5NNR5,Op428,,,ZMO1_ZMO1021,-2.05149879674327,-2.99293827740291,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8654342513378671,0.9354394661831766,0.9231682432474274,1.0,1.02163734364273,0.9772883327538172,0.9362105058275626,CP006818.1,
ZCP4_0298,ZCP4_0298,CP006818.1,338155,339336,+,diaminopimelate decarboxylase,Amino acid transport and metabolism,,,Op429,map00330;map00480;map01100;map01110;map01130,4.1.1.17,ZMO1_ZMO1020,-2.64339247328513,-4.16935032274405,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.9999999999999596,0.9999999999999646,0.9999999999999728,1.000000000000001,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,CP006818.1,
ZCP4_0299,ZCP4_0299,CP006818.1,339418,340470,+,homospermidine synthase (spermidine-specific),"Post-translational modification, protein turnover, and chaperones",,Q5NNR7,Op430,,2.5.1.46,ZMO1_ZMO1019,-1.61468283165439,-2.02999812562267,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7601831331633572,0.7252269321215729,0.706938568151768,1.0,0.7357967472681359,0.7158935340248208,0.8395402200708609,CP006818.1,
ZCP4_0300,ZCP4_0300,CP006818.1,340653,341753,+,putative hypothetical integral membrane protein,"Secondary metabolites biosynthesis, transport, and catabolism","ZCP4_1387,ZCP4_1718",Q5NNR8,Op431,map02010,,ZMO1_ZMO1018,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.930243627654826,1.0572366485962197,1.2821249800173993,1.0,0.9184332019162482,0.930578891174347,1.1334618633924098,CP006818.1,
ZCP4_0301,ZCP4_0301,CP006818.1,341750,342541,+,ABC-type transport system involved in resistance to organic solvents%2C ATPase component,"Secondary metabolites biosynthesis, transport, and catabolism",ZCP4_1387,Q5NNR9,Op432,map02010,,ZMO1_ZMO1017,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.991510659792512,1.1037467472999785,1.254874946175208,1.0,1.142789339882901,1.2767951146017855,1.4178974044924793,CP006818.1,
ZCP4_0302,ZCP4_0302,CP006818.1,342552,343499,+,ABC-type transport system involved in resistance to organic solvents%2C periplasmic component,"Secondary metabolites biosynthesis, transport, and catabolism","ZCP4_1046,ZCP4_1387",Q5NNS0,Op433,map02010,,ZMO1_ZMO1016,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9058125304064008,1.0375711015233071,1.2202992160717836,1.0,0.8878054025272707,0.9397050426866812,1.161687222251012,CP006818.1,
ZCP4_0303,ZCP4_0303,CP006818.1,343505,344131,+,ABC-type uncharacterized transport system%2C auxiliary component,Function unknown,"ZCP4_1137,ZCP4_1137,ZCP4_1465,ZCP4_1465",Q5NNS1,Op434,,,ZMO1_ZMO1015,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.880586784204617,0.8628080244240384,1.2015726234505466,1.0,0.9511654586528386,0.947591938223197,1.12574108160604,CP006818.1,
ZCP4_0304,ZCP4_0304,CP006818.1,344349,344567,+,bacterial translation initiation factor 1 (bIF-1),"Translation, ribosomal structure and biogenesis",,,Op435,,,ZMO1_ZMO1014,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['RosR_Rhizobium_leguminosarum'],1.0,0.932893210409862,0.8055803984110679,0.7175570254906086,1.0,0.9023704674775166,0.7248657758217967,0.7203622688750582,CP006818.1,
ZCP4_0305,ZCP4_0305,CP006818.1,344573,345181,+,MAF protein,"Cell cycle control, cell division, chromosome partitioning","ZCP4_1046,ZCP4_1046",,Op436,,,ZMO1_ZMO1013,-2.51244829510074,-3.60224816630924,SignalP-TM;SignalP-noTM,,,,,,,,,['RosR_Rhizobium_leguminosarum'],1.0,0.7368004721613403,0.6909127113028091,0.8063945553479923,1.0,0.6970780114922234,0.606922105063289,0.8412434870101074,CP006818.1,
ZCP4_0306,ZCP4_0306,CP006818.1,345182,346195,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",,,Op437,,,ZMO1_ZMO1012,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['RosR_Rhizobium_leguminosarum'],1.0,0.8110692237145279,0.7703749790292006,0.9135896211698455,1.0,0.793013621709598,0.8349274725403567,0.9828223352231412,CP006818.1,
ZCP4_0307,yacG,CP006818.1,346218,346403,+,hypothetical protein,Function unknown,,Q5NNS5,Op438,,,ZMO1_ZMO1011,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.4438084437972332,1.381806904312736,1.2005682567145128,1.0,1.447342076132559,1.5383185755560755,1.1341986285443315,CP006818.1,
ZCP4_0309,ZCP4_0309,CP006818.1,346624,347145,-,protein of unknown function (DUF4186),Function unknown,,,Op439,,,ZMO1_ZMO1010,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.1846009193896792,1.2540431802116796,1.3999966708276828,1.0,1.76969191857451,1.8764111573195985,2.0283487253692223,CP006818.1,
ZCP4_0310,ZCP4_0310,CP006818.1,347180,347968,-,SapC family protein%2C putative surface layer,Function unknown,"ZCP4_0128,ZCP4_0375,ZCP4_1382,ZCP4_1387",Q5NNS7,Op440,,,ZMO1_ZMO1009,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.0230443024895222,0.9856961629895992,0.938311859754182,1.0,1.1586966066658462,1.079491320835816,0.95538015823653,CP006818.1,
ZCP4_0311,ZCP4_0311,CP006818.1,348107,349552,-,FAD/FMN-dependent dehydrogenase,Energy production and conversion,,,Op441,,,ZMO1_ZMO1008,-3.04176202146424,-2.46766442356317,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.9999999999999616,0.9999999999998994,0.9999999999999732,1.000000000000001,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.0960722476626954,1.0374100199333616,1.0010941630671395,1.0,1.112129523727165,1.1095484456312732,1.0180982399097644,CP006818.1,
ZCP4_0312,ZCP4_0312,CP006818.1,349678,350541,-,putative membrane protein,Function unknown,,Q5NNS9,Op442,,,ZMO1_ZMO1007,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7463002790940412,0.7790997473847021,0.9316913742251808,1.0,0.7668984349199435,0.8647841707387276,1.0575728314226658,CP006818.1,['ethanol_fermentation']
ZCP4_0313,ZCP4_0313,CP006818.1,350663,351769,-,Dihydropteroate synthase,Coenzyme transport and metabolism,,Q5NNT0,Op443,map00790;map01100,2.5.1.15,ZMO1_ZMO1006,-1.52214434431327,-3.16682277864949,SignalP-TM;SignalP-noTM,0.0003475164719774,0.0003408520979324,0.0006385622252725,0.0006826226295675,8.648353583839621e-12,7.416208438094101e-12,0.0,3.6235440857542923e-12,['CosR_Campylobacter_jejuni'],1.0,0.926599857976132,0.9215720054515362,1.0731377011777317,1.0,0.9648739970034464,0.9953620576817512,1.1989477037253486,CP006818.1,
ZCP4_0314,ZCP4_0314,CP006818.1,351769,352917,-,DNA modification methylase,"Replication, recombination and repair",,Q5NNT1,Op444,map04112,2.1.1.72,ZMO1_ZMO1005,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8392204812258123,0.6225610640619423,0.7546269132909262,1.0,0.6673081456690549,0.5665695933877845,0.7108661162782576,CP006818.1,
ZCP4_0315,ZCP4_0315,CP006818.1,353087,353734,-,RNase HII,"Replication, recombination and repair",,,Op445,map03030,3.1.26.4,ZMO1_ZMO1004,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9486560142867116,0.8693018950259003,1.01041169696973,1.0,0.7671018315993344,0.7960859885715825,0.9730547980878892,CP006818.1,
ZCP4_0316,ZCP4_0316,CP006818.1,353734,354585,-,phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,,,Op446,map00730;map01100,"2.7.1.49,2.7.4.7",ZMO1_ZMO1003,0.0,-1.66737301715991,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,2.101600243243707e-18,0.9999999999999566,1.0000000000000837,0.9999999999999692,0.999999999999986,[],1.0,0.8200965416878123,0.773291353571279,0.7158942754162931,1.0,0.7827056168879484,0.8096495145881628,0.7427752117706041,CP006818.1,
ZCP4_0317,glmM,CP006818.1,354575,355912,-,phosphoglucosamine mutase,Carbohydrate transport and metabolism,,Q5NNT4,Op447,map00520;map01100;map01130,5.4.2.10,ZMO1_ZMO1002,0.0,0.0,SignalP-TM;SignalP-noTM,0.0122438901766898,0.0120090873098527,0.0224981731448593,0.0240505333775762,3.599198494832964e-15,1.0146495893497616e-14,6.510410282166267e-30,8.060215721772797e-15,['CosR_Campylobacter_jejuni'],1.0,0.900526652237785,0.8604228890770227,0.8549516442027613,1.0,0.7922356349322159,0.7985637899808812,0.8821802578943192,CP006818.1,
ZCP4_0318,ZCP4_0318,CP006818.1,355985,357475,-,amino acid/peptide transporter (peptide:H symporter),Amino acid transport and metabolism,"ZCP4_0018,ZCP4_0265,ZCP4_0530,ZCP4_1465,ZCP4_1718",Q5NNT5,Op448,,,ZMO1_ZMO1001,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be embedded in the membrane.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0,0.0,0.0,0.0,0.999999999999986,1.000000000000029,0.9999999999999742,0.9999999999999882,[],,,,,,,,,CP006818.1,['membrane_cobalmin']
ZCP4_0319,ZCP4_0319,CP006818.1,357732,360011,-,methionine synthase (B12-independent),Amino acid transport and metabolism,,,Op449,map00270;map00450;map01100;map01110;map01230,2.1.1.14,ZMO1_ZMO1000,0.0,-2.17996109725005,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be embedded in the membrane.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0512913191069476,0.0503076980031668,0.0942479033578128,0.1007509512385266,1.5137765580123223e-16,9.601292220227764e-15,1.334088416071523e-16,1.8379050846904225e-17,['CosR_Campylobacter_jejuni'],1.0,1.0003681627455112,0.9304118241966248,0.8416275724172818,1.0,0.8428383737309912,0.7518189380413868,0.6823003391575656,CP006818.1,['methionine_transport']
ZCP4_0320,ZCP4_0320,CP006818.1,360441,361430,+,translation factor SUA5,"Translation, ribosomal structure and biogenesis","ZCP4_0018,ZCP4_0900,ZCP4_1194",Q5NNT7,Op450,,2.7.7.87,ZMO1_ZMO0999,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be embedded in the membrane.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.8744122697557867,0.84196449921881,1.008285036269909,1.0,0.8281190032224341,0.8632419202309184,0.9281477579556056,CP006818.1,
ZCP4_0321,msrA,CP006818.1,361455,361997,-,methionine-S-sulfoxide reductase,"Post-translational modification, protein turnover, and chaperones",,Q5NNT8,Op451,,1.8.4.11,ZMO1_ZMO0998,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be embedded in the membrane.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0,0.0,35.25762939976133,0.0,0.9999999999999282,1.0000000000000038,0.9999999999999708,0.9999999999999932,[],1.0,1.119673472686804,1.0304670527317767,1.0126437114818432,1.0,0.9650125028888016,0.8332445889315949,0.8756037799970675,CP006818.1,"['ethanol_fermentation', 'oxidation_response_1']"
ZCP4_0322,eda,CP006818.1,362336,362962,-,2-keto-3-deoxy-phosphogluconate aldolase,Carbohydrate transport and metabolism,,Q00384,Op452,map00030;map00630;map01100;map01120;map01200,"4.1.2.14,4.1.3.42",ZMO1_ZMO0997,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be embedded in the membrane.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",46.2247133727632,69.43614471238055,45.854576588701846,68.8707701039122,0.0,0.0,0.0,1.0056418113209619e-14,[],1.0,1.2868509713418586,1.2492508682865109,1.12715103329705,1.0,1.3436632839235705,1.2718237246482038,1.1475616760342378,CP006818.1,['glycolysis_and_ATP_synthase']
